,Название товара в срм,Product-id,offer_article,offer_purchasePrice,product_category
0,"Спорт Шорты (Серый, L)",040001_1_L,0302010001,,timur
0,"Спорт Шорты (Серый, XL)",040001_1_XL,0302010001,,timur
0,"Спорт Шорты (Серый, 2XL)",040001_1_2XL,0302010001,,timur
0,"Спорт Шорты (Серый, 3XL)",040001_1_3XL,0302010001,,timur
0,"Спорт Шорты (Черный, L)",040001_2_L,0302010001,,timur
0,"Спорт Шорты (Черный, XL)",040001_2_XL,0302010001,,timur
0,"Спорт Шорты (Черный, 2XL)",040001_2_2XL,0302010001,,timur
0,"Спорт Шорты (Черный, 3XL)",040001_2_3XL,0302010001,,timur
0,Спорт Шорты Хаки L,040001_3_L,0302010001,,timur
0,Спорт Шорты Хаки XL,040001_3_XL,0302010001,,timur
0,Спорт Шорты Хаки XXL,040001_3_XXL,0302010001,,timur
0,Спорт Шорты Хаки XXXL,040001_3_XXXL,0302010001,,timur
0,"Спорт Шорты (Черный, 4XL)",040001_2_4XL,0302010001,,timur
0,"Спорт Шорты (Серый, М)",040001_1_M,0302010001,,timur
0,"Спорт Шорты (Черный, М)",040001_2_M,0302010001,,timur
0,Спорт Шорты,04000150,0302010001,,timur
0,"Спорт Шорты (Серый, 4XL)",040001_1_4XL,0302010001,,timur
1,Органайзер белья (сет из 3),040002_1,0804001006,,timur
1,Органайзер белья (сет из 6),040002_2,0804001006,,timur
2,Пищевые банки-контейнер (сет 16+4 шт),040003_1,0804004001,,timur
3,"Зеркала- стикеры, шестигранник (сет 5 штук)",040004_1_1,0805014001,,timur
3,"Зеркала- стикеры, шестигранник (сет 7 штук)",040004_1_2,0805014001,,timur
3,"Зеркала- стикеры, шестигранник (сет 12 штук)",040004_1_3,0805014001,,timur
3,"Зеркала- стикеры, квадрат (сет 5 шт)",040004_2_1,0805014001,,timur
3,"Зеркала- стикеры, квадрат (сет 7 шт)",040004_2_2,0805014001,,timur
3,"Зеркала- стикеры, квадрат (сет 12 шт)",040004_2_3,0805014001,,timur
4,Доставка по Узб 30,,,,delivery
4,Доставка Дал. регион 35,,,,delivery
4,Доставка НУКУС 40,,,,delivery
4,Доставка- Ташкент 20,,,,delivery
4,Доставка- Ташкент 25,,,,delivery
4,Доставка Ташкент 30,,,,delivery
5,hairflame,,0603001001,,timur
6,Caboki- Загуститель для волос (Черный),040007_1,040007_1,,timur
6,Caboki- Загуститель для волос (Коричневый),040007_2,040007_2,,timur
7,Точилка для ножей Laser,040008,0801003003,,timur
8,Черный клатч,1001,uzb-tim-vlad-0003,3.0,uzb-tim-vlad
8,Красный клатч,1002,uzb-tim-vlad-0003,3.0,uzb-tim-vlad
8,Розовый клатч,1003,uzb-tim-vlad-0003,3.0,uzb-tim-vlad
8,Голубой клатч,1004,uzb-tim-vlad-0003,3.0,uzb-tim-vlad
8,Подарок: часы,1005,uzb-tim-vlad-0003,3.0,uzb-tim-vlad
9,Набор каллиграфических тетрадей (4 шт.),040009,1612001001,,timur
9,Доп. чернила,040009_1,1612001001,,timur
10,Доставка- Ташкент 25,,,,delivery
10,Доставка по Узб 30,,,,delivery
10,Доставка Дал. регион 35,,,,delivery
10,Доставка НУКУС 40,,,,delivery
10,Доставка Ташкент 30,,,,delivery
11,Вешалка Многофункционал. (Набор 4 шт),0400010,0804001002,,timur
12,Скрабер массажер для душа (Набор 2 шт.) (Син-Син),0400011_1,0703001003,,timur
12,Скрабер массажер для душа (Набор 2 шт.) (Син-Роз),0400011_2,0703001003,,timur
12,Скрабер массажер для душа (Набор 2 шт.) (Роз-Роз),0400011_3,0703001003,,timur
13,Авто Органайзер (черно-красный),,1004005001,,timur
13,Авто Органайзер (черный),,1004005001,,timur
14,Леггинсы- Корсет (M),0400013_1,0301010001,,timur
14,Леггинсы- Корсет (L),0400013_2,0301010001,,timur
14,Леггинсы- Корсет (XL),0400013_3,0301010001,,timur
14,Леггинсы- Корсет (XXL),0400013_4,0301010001,,timur
14,Леггинсы- Корсет (S),0400013_5,0301010001,,timur
15,Авто Органайзер (Черный),0400014-1,0400014-1,,timur
15,Авто Органайзер (Черно-Красный),0400014-2,0400014-2,,timur
16,Caboki- Загуститель волос (Черный),0400015_1,0603003001,,timur
16,Caboki- Загуститель волос (Коричневый),0400015_2,0603003001,,timur
17,Чехол-Диван- Шапито Сер-1мест,0400016_1,0804001016,,timur
17,Чехол-Диван- Шапито Сер-2мест,0400016_2,0804001016,,timur
17,Чехол-Диван- Шапито Сер-3мест,0400016_3,0804001016,,timur
17,Чехол-Диван- Шапито Сер-4мест,0400016_4,0804001016,,timur
17,Чехол-Диван- Шапито Оранж-1мест,0400016_5,0804001016,,timur
17,Чехол-Диван- Шапито Оранж-2мест,0400016_6,0804001016,,timur
17,Чехол-Диван- Шапито Оранж-3мест,0400016_7,0804001016,,timur
17,Чехол-Диван- Шапито Оранж-4мест,0400016_8,0804001016,,timur
17,Чехол для Дивана Серый Однотон-1мест,,0804001016,,timur
17,Чехол для Дивана Серый Однотон-2мест,,0804001016,,timur
17,Чехол для Дивана  Серый Однотон-3мест,,0804001016,,timur
17,Чехол для Дивана Серый Однотон-4мест,,0804001016,,timur
18,Промо:Вешалка универсал 2шт,0400017_1,0400017_1,,timur
18,Промо:Вешалка универсал 4 шт,0400017_2,0400017_2,,timur
19,5D Карбон Лента Авто (5см),0400018_11,1004003001,,timur
19,5D Карбон Лента Авто (7см),0400018_2,1004003001,,timur
20,Органайзер для багажа (Синий),0400019,0804001007,,timur
20,Органайзер для багажа (Оранжевый),0400019_1,0804001007,,timur
21,Коврик для малышей,0400020,0802004004,,timur
22,Лента Flex Tape (чер.),0400021,0400021,,timur
23,Kylie Набор помада Birthday Set,0400021,uzb-tim-vlad-0001,5.0,uzb-tim-vlad
24,Доставка Самовывоз,,,,delivery
25,Белая Лента- 3метр,0400024,0908001001,,timur
26,Ободок с заколками (2+1)-(чёрн-чёрн),0400025,0501001003,,timur
26,Ободок с заколками (2+1)-(корич-корич.),,0501001003,,timur
26,Ободок с заколками (2+1)-(черн-корич.),,0501001003,,timur
27,Наклейки Новый Год Дизайн №1,0400030,0805002005,,timur
27,Наклейки Новый Год Дизайн №2,,0805002005,,timur
27,Наклейки Новый Год Дизайн №3,,0805002005,,timur
27,Наклейки Новый Год (Комбо 3шт),,0805002005,,timur
28,"Микроток массажер, крем подарок",0400032,0703001002,,timur
29,Ручная швейная машинка,0400040,0205001001,,timur
30,Щетка для авто,0400041,1009002001,,timur
31,Насадка для душа,0400031,0803002001,,timur
31,Набор доп. фильтры,,0803002001,,timur
32,"Гель для чистки(3 шт.), авто щетка подарок",0400051,0803001001,,timur
33,Антивирусный стикер Sharqbody,04000300,,,timur
34,Mini Camera Full HD,0400054,0106003002,,timur
34,Карта памяти 16Гб,0400056,0106003002,,timur
35,Бритва- Триммер,0400055,0607003002,,timur
36,"Триммер Комбо ( триммер, шейвер, сыворотка для бороды)",0400053,0607003004,,timur
37,Машинка от катышек,0400060,0803003001,,timur
38,"Триммер Комбо ( триммер, шейвер, сыворотка для бороды)",0400061,,,timur
39,3D настенные часы (золотые),0400062,0805005001,,timur
39,3D настенные часы (черные),,0805005001,,timur
40,Подушка-игрушка (Единорог),0400063_1,1108003001,,timur
40,Подушка-игрушка (Дракоша),0400063_2,1108003001,,timur
40,Подушка-игрушка (Акула),0400063_3,1108003001,,timur
40,Подушка-игрушка (Кошечка),0400063_4,1108003001,,timur
41,Бьюти-комбо,,0602002001,,timur
41,Бьюти-бокс (Envilash),,0602002001,,timur
41,Бьюти-бокс (Тушь 3D mascara),,0602002001,,timur
41,Бьюти-бокс (Тушь Essence),,0602002001,,timur
41,Бьюти-бокс (Плойка для ресниц),,0602002001,,timur
41,Бьюти-бокс (Pearl cream bioaqva),,0602002001,,timur
42,Щетка-капа (син+роз) 2шт,0400065,1502001001,,timur
43,Моющийся валик,0400066,0803003002,,timur
44,Конструктор-палатка,0400067,1107008001,,timur
45,Парные браслеты,0400068,0501001004,,timur
46,Универсальная сумка (черная),0400070,0501002004,,timur
46,Универсальная сумка(лиловая),,0501002004,,timur
46,Универсальная сумка(фиолетовая),,0501002004,,timur
46,Универсальная сумка(ментол)),,0501002004,,timur
46,Универсальная сумка,,0501002004,,timur
46,Универсальная сумка (пудра),,0501002004,,timur
47,Апсел стр.спасибо,0400071,,,timur
48,Такт. штаны (черные) M,0400072,0302003002,,timur
48,Тактические штаны (черные) XL,,0302003002,,timur
48,Тактические штаны (черные) XXL,,0302003002,,timur
48,Тактические штаны (черные)3XL,,0302003002,,timur
48,Тактические штаны (черные)4XL,,0302003002,,timur
48,Тактические штаны (корич )M,,0302003002,,timur
48,Тактические штаны (корич )XL,,0302003002,,timur
48,Тактические штаны (корич )XXL,,0302003002,,timur
48,Тактические штаны (корич ) 3XL,,0302003002,,timur
48,Тактические штаны (корич ) 4XL,,0302003002,,timur
49,Умные солнцезащитные очки,0400073,,,timur
50,Ташкент 20,,,,timur
50,Доставка по Узб 30,,,,delivery
50,Доставка Дал. регион 35,,,,delivery
50,Доставка Ташкент 25,,,,delivery
50,Доставка НУКУС 40,,,,delivery
50,Доставка Ташкент 30,,,,delivery
51,Доставка Самовывоз,,,,delivery
52,Мультислайсер для кухни,0400075,0801003001,,timur
53,Инструмент-снежинка,,0901016001,,timur
53,Инструмент-снежинка,0400080,0901016001,,timur
54,Органайзер для документов,0400081,0804001008,,timur
54,Органайзер для документов(Серый),,0804001008,,timur
54,Органайзер для документов(черный),,0804001008,,timur
55,распылитель воды,0400082,,,timur
56,Коврик для ванны,0400085,0802004001,,timur
56,Коврик для ванны(40x60 см),,0802004001,,timur
56,Коврик для ванны(50х80 см),,0802004001,,timur
57,Распылитель для шланга,0400086,0909006001,,timur
58,Гель Очистка Авто (Акция),050002,,,timur
59,Вешалка Многофункционал (Акция 4шт),050003,,,timur
60,Щетка для Авто (Акция),050004,,,timur
61,Набор для чистки ушей,0400087,0706001001,,timur
62,Массажер для лица (сереб),0400088_1,0703001001,,timur
62,Массажер для лица (золот),0400088_2,0703001001,,timur
63,Органайзер для багажа (Акция OLX),,,,timur
64,Mini Wifi Камера (Акция OLX),,0106003003,,timur
65,Антибактериал Стике Sharkbody (OLX),,,,timur
66,EnviGlide домашний лазерный эпилятор,,1503001001,,timur
67,Щетка капа для детей Акция OLX,,,,timur
68,Тактические штаны,,,,timur
69,Коврик для малышей,,,,timur
70,Авто Органайзер,050001,,,timur
71,Легинсы с корсетом,,,,timur
72,Laser Sharpener Точилка для ножей,,1503001003,,timur
73,Обруч с заколками для фиксации волос,,,,timur
74,Карбоновая лента для автомобилей,,,,timur
75,Супер прочная лента Flex Tape,,,,timur
76,Органайзер в машину Акция OLX,,,,timur
77,Flawless facial hair remover Акция OLX,,1503001002,,timur
78,Плойка для ресниц Акция OLX,,,,timur
79,Тушь Essence Crazy Volume Акция OLX,,,,timur
80,Тушь Younique Moodstruck 3D Акция OLX,,0602001003,,timur
81,Набор матовых помад «KYLIE BIRTHDAY EDITION» Акция OLX,,,,timur
82,Ручная швейная машинка Handy Stitch Акция OLX,,,,timur
83,"Обувь муж. Slipon (Коричневая, 40)",0400089,0402003001,,timur
83,"Обувь муж. Slipon (Коричневая, 41)",,0402003001,,timur
83,"Обувь муж. Slipon (Коричневая, 42)",,0402003001,,timur
83,"Обувь муж. Slipon (Коричневая, 43)",,0402003001,,timur
83,"Обувь муж. Slipon (Коричневая, 44)",,0402003001,,timur
83,"Обувь муж. Slipon (Коричневая, 45)",,0402003001,,timur
83,"Обувь муж. Slipon (Черный, 40)",,0402003001,,timur
83,"Обувь муж. Slipon (Черный, 41)",,0402003001,,timur
83,"Обувь муж. Slipon (Черный, 42)",,0402003001,,timur
83,"Обувь муж. Slipon (Черный, 43)",,0402003001,,timur
83,"Обувь муж. Slipon (Черный, 44)",,0402003001,,timur
83,"Обувь муж. Slipon (Черный, 45)",,0402003001,,timur
84,Сыворотка для роста ресниц и бровей Envilash,,0602001002,,timur
85,Сыворотка для ресниц и бровей- Envilash,040005,0602001004,,timur
86,Супер прочная лента Flextape,050005,0908001002,,timur
87,Машинка для удаления катышков,050006,,,timur
88,Бритва триммер 3 насадки,050007,0607003001,,timur
89,Ручная швейная машинка,050008,,,timur
90,Набор органайзеров для путешествий,050009,0804001004,,timur
91,Тактические штаны,050010,,,timur
92,Маникюрный набор 16 в 1,040090,0605001001,,timur
92,Маникюрный набор 16 в 1 (кор),,0605001001,,timur
92,Маникюрный набор 16 в 1 (мятный),,0605001001,,timur
93,Машинка от катышков,,,,timur
94,Щетка распылитель Windshield (Акция OLX),,1009002002,,timur
95,Самоклеющаяся уплотнительная лента,0500011,,,timur
96,Карбоновая лента 5см,0500012,1004003004,,timur
96,Карбоновая лента 7см,,1004003004,,timur
97,Капсулы для стиральной машины,0400088,1508005001,,timur
98,Baellery кошелек,,0501008006,,timur
98,Baellery кошелек,0400089,0501008006,,timur
99,Шорты Хамелеон,0400091,0302010002,,timur
99,"Шорты Хамелеон (Оранж, M)",,0302010002,,timur
99,"Шорты Хамелеон (Оранж, S)",,0302010002,,timur
99,"Шорты Хамелеон (Оранж, L)",,0302010002,,timur
99,"Шорты Хамелеон (Оранж, XL)",,0302010002,,timur
99,"Шорты Хамелеон (Ментол, S)",,0302010002,,timur
99,"Шорты Хамелеон (Ментол, M)",,0302010002,,timur
99,"Шорты Хамелеон (Ментол, L)",,0302010002,,timur
99,"Шорты Хамелеон (Ментол, XL)",,0302010002,,timur
99,"Шорты Хамелеон (Ментол, 2XL)",,0302010002,,timur
99,"Шорты Хамелеон (Ментол, 3XL)",,0302010002,,timur
99,"Шорты Хамелеон (Оранж, 2XL)",,0302010002,,timur
99,"Шорты Хамелеон (Оранж, 3XL)",,0302010002,,timur
100,Cosmo Косметичка,0400091,0601004001,,timur
101,Установка,,,,timur
102,Портативный блендер Sleek Soul (белый),ss-blender-white,0206001001,,timur
102,Портативный блендер Sleek Soul (розовый),ss-blender-pink,0206001001,,timur
103,Кроксы,0400090,0402002001,,timur
103,"Кроксы, 37",,0402002001,,timur
103,"Кроксы, 38",,0402002001,,timur
103,"Кроксы, 39",,0402002001,,timur
103,"Кроксы, 40",,0402002001,,timur
103,"Кроксы, 41",,0402002001,,timur
103,"Кроксы, 42",,0402002001,,timur
103,"Кроксы, 43",,0402002001,,timur
103,"Кроксы, 44",,0402002001,,timur
103,"Кроксы, 45",,0402002001,,timur
104,Умные очки с затемнением,0400092,0502001002,,timur
105,Часы мужские Sanda (черн-крас),0400093,0502002001,,timur
106,Держатель для телефона универсальный,0400094,1004003003,,timur
106,Держательтест,testcode,1004003003,,timur
107,Мульти-инструмент карта,0400095,0901016002,,timur
108,Сумка-рюкзак для мамочек (черная),0400096_1,0501002003,,timur
108,Сумка-рюкзак для мамочек (Серая),0400096_2,0501002003,,timur
108,Сумка-рюкзак для мамочек (Зеленая),0400096_3,0501002003,,timur
108,Сумка-рюкзак для мамочек (Корал),0400096_4,0501002003,,timur
109,Щетка-капа для детей 1шт,,,,timur
110,Карманный эпилятор,,,,timur
111,Женский Эпилятор беспроводной,0400097,1512001001,,timur
112,Триммер для носа,0400098,0607003003,,timur
113,противоударные кроссовки,04000105,04000105,,timur
113,противоударные кроссовки 41,,04000105,,timur
113,противоударные кроссовки 42,,04000105,,timur
113,противоударные кроссовки 43,,04000105,,timur
113,противоударные кроссовки 44,,04000105,,timur
113,противоударные кроссовки 45,,04000105,,timur
113,противоударные кроссовки 46,,04000105,,timur
113,противоударные кроссовки 40,,,,timur
114,Столовый набор Sleek Soul,04000106,0801003002,,timur
114,Столовый набор Sleek Soul Gold+black,ss-cutlery-black-gold,0801003002,,timur
114,Столовый набор Sleek Soul gold,ss-cutlery-gold,0801003002,,timur
114,Столовый набор Sleek Soul silver,ss-cutlery-silver,0801003002,,timur
114,Столовый набор Sleek Soul Silver на одну персону,ss-cutlery-silver-1p,0801003002,,timur
114,Столовый набор Sleek Soul gold+black на одну персону,ss-cutlery-black-gold-1p,0801003002,,timur
114,Столовый набор Sleek Soul Gold на одну персону,ss-cutlery-gold-1p,0801003002,,timur
115,Магнитный конструктор,04000105,1107008002,,timur
115,Магнитный конструктор 42шт,,1107008002,,timur
115,Магнитный конструктор 64шт,,1107008002,,timur
116,Футболка для коррекции фигуры,04000107,0301002006,,timur
116,Футболка для коррекции фигуры (M),,0301002006,,timur
116,Футболка для коррекции фигуры (XL),,0301002006,,timur
116,Футболка для коррекции фигуры (2XL),,0301002006,,timur
116,Футболка для коррекции фигуры (3XL),,0301002006,,timur
116,Футболка для коррекции фигуры (L),,0301002006,,timur
117,Крючки для авто,04000108,1004003005,,timur
118,Сумка-мешок,04000109,0501002002,,timur
118,Сумка-мешок (Коричневый),,0501002002,,timur
118,Сумка-мешок (Черный),,0501002002,,timur
119,Бюстгальтер SuperBra,04000110,0301002002,,timur
119,Бюстгальтер SuperBra Черный M,,0301002002,,timur
119,Бюстгальтер SuperBra Черный  L,,0301002002,,timur
119,Бюстгальтер SuperBra Черный XL,,0301002002,,timur
119,Бюстгальтер SuperBra Черный XXL,,0301002002,,timur
119,Бюстгальтер SuperBra Черный 3XL,,0301002002,,timur
119,Бюстгальтер SuperBra Черный 4XL,,0301002002,,timur
119,Бюстгальтер SuperBra Черный 5XL,,0301002002,,timur
119,Бюстгальтер SuperBra Пудровый M,,0301002002,,timur
119,Бюстгальтер SuperBra Пудровый L,,0301002002,,timur
119,Бюстгальтер SuperBra Пудровый XL,,0301002002,,timur
119,Бюстгальтер SuperBra Пудровый XXL,,0301002002,,timur
119,Бюстгальтер SuperBra Пудровый 3XL,,0301002002,,timur
119,Бюстгальтер SuperBra Пудровый 4XL,,0301002002,,timur
119,Бюстгальтер SuperBra  Пудровый 5XL,,0301002002,,timur
120,Женские ортопедические кроссовки,04000111,0401004002,,timur
120,Женские ортопедические кроссовки (Черные) 36,,0401004002,,timur
120,Женские ортопедические кроссовки (Черные) 37,,0401004002,,timur
120,Женские ортопедические кроссовки (Черные) 38,,0401004002,,timur
120,Женские ортопедические кроссовки (Черные) 39,,0401004002,,timur
120,Женские ортопедические кроссовки (Черные) 40,,0401004002,,timur
120,Женские ортопедические кроссовки (Черные) 41,,0401004002,,timur
120,Женские ортопедические кроссовки (Фиолет) 36,,0401004002,,timur
120,Женские ортопедические кроссовки (Фиолет) 37,,0401004002,,timur
120,Женские ортопедические кроссовки  (Фиолет) 38,,0401004002,,timur
120,Женские ортопедические кроссовки (Фиолет)39,,0401004002,,timur
120,Женские ортопедические кроссовки (Фиолет) 40,,0401004002,,timur
120,Женские ортопедические кроссовки (Фиолет) 41,,0401004002,,timur
121,Утягивающая футболка,04000112,0302001002,,timur
122,Чехол-кошелек для телефона,,,,timur
123,Столик для авто,04000110,1004003007,,timur
124,"Набор Бюстгальтеров, M",ss-bra-m,ss-00-0004,3.5,ss
124,"Набор Бюстгальтеров, L",ss-bra-l,ss-00-0004,3.5,ss
124,"Набор Бюстгальтеров, XL",ss-bra-xl,ss-00-0004,3.5,ss
124,Набор Бюстгальтеров,ss-bra,ss-00-0004,3.5,ss
124,"Набор Бюстгальтеров, 2XL",ss-bra-2xl,ss-00-0004,3.5,ss
125,Ут. Шорты: Чер + Беж (XS/S),ss-vd-0003-02,ss-vd-0003,3.18,ss
125,Ут. Шорты: Чер + Беж (M/L),ss-vd-0003-03,ss-vd-0003,3.18,ss
125,Ут. Шорты: Чер + Беж (XL/2XL),ss-vd-0003-04,ss-vd-0003,3.18,ss
125,Ут. Шорты: Чер + Беж (3XL),ss-vd-0003-05,ss-vd-0003,3.18,ss
125,Ут. Шорты: Чер + Беж (4XL),ss-vd-0003-06,ss-vd-0003,3.18,ss
125,Ут. Шорты: Чер + Беж (5XL),ss-vd-0003-07,ss-vd-0003,3.18,ss
125,Ут. Шорты: Чер + Беж (размер не указан),ss-vd-0003-01,ss-vd-0003,3.18,ss
126,Бокс-органайзер,ss-vd-0009-01,ss-vd-0009,3.4,ss
127,Муж. майка: черная,ss-shirt-black,ss-00-0005,,ss
127,Муж. майка,ss-shirt,ss-00-0005,,ss
127,"Муж. майка (Черный, M)",ss-shirt-black-m,ss-00-0005,,ss
127,"Муж. майка (Черный, L)",ss-shirt-black-l,ss-00-0005,,ss
127,"Муж. майка (Черный, XL)",ss-shirt-black-xl,ss-00-0005,,ss
127,"Муж. майка (Черный, 2XL)",ss-shirt-black-2xl,ss-00-0005,,ss
127,"Муж. майка (Черный, 3XL)",ss-shirt-black-3xl,ss-00-0005,,ss
127,"Муж. майка (Белый, M)",ss-shirt-white-m,ss-00-0005,,ss
127,"Муж. майка (Белый, L)",ss-shirt-white-l,ss-00-0005,,ss
127,"Муж. майка (Белый, XL)",ss-shirt-white-xl,ss-00-0005,,ss
127,"Муж. майка (Белый, 2XL)",ss-shirt-white-2xl,ss-00-0005,,ss
127,"Муж. майка (Белый, 3XL)",ss-shirt-white-3xl,ss-00-0005,,ss
128,Доставка,,,,delivery
128,Доставка по Ташкенту 20,,,,delivery
128,Доставка по Узб 30,ss-delivery30,,,delivery
128,Доставка Дал. регион 35,ss-delivery35,,,delivery
128,Доставка по Ташкенту 25,ss-delivery25,,,delivery
128,Доставка НУКУС 40,ss-delivery40,,,delivery
128,Доставка Ташкент 30,ss-delivery30-tashkent,,,delivery
128,Бесплатная доставка,ss-delivery0,,,delivery
129,Столик для ванны ENVITY,04000107,0804001013,,timur
130,Крючки ENVITY(уточните цвет),04000109_timuzb,0805002004,,timur
130,Крючки ENVITY Золото,,0805002004,,timur
130,Крючки ENVITY Черные,,0805002004,,timur
130,Крючки ENVITY Белые,,0805002004,,timur
131,Шкатулка ENVITY,04000111,,,timur
131,Шкатулка ENVITY (Белый),,,,timur
131,Шкатулка ENVITY (Изумрудный),,,,timur
132,Подставка для кухонных приборов,04000112,0804001011,,timur
132,Подставка для кухонных приборов Белая,,0804001011,,timur
132,Подставка для кухонных приборов Черная,,0804001011,,timur
133,Бамбуковая полка ENVITY,,,,timur
133,Полка для ванной ENVITY Темная,,,,timur
133,Полка для ванной ENVITY Светлая,sxN6VLL3jSFqVzDhhmNe02,,,timur
134,Пижама тройка,04000116,0301009001,,timur
135,LED лента: 5 метров,led-strip-5m,ss-00-0006-5m,5.0,ss
135,LED лента: 10 метров,led-strip-10m,ss-00-0006-10m,7.0,ss
135,LED лента: 15 метров,led-strip-15m,ss-00-0006-15m,10.0,ss
136,Мужские туфли,04000115,0402001006,,timur
136,Мужские туфли (Черные 40),,0402001006,,timur
136,Мужские туфли (Черные 41),,0402001006,,timur
136,Мужские туфли (Черные 43),,0402001006,,timur
136,Мужские туфли (Черные 44),,0402001006,,timur
136,Мужские туфли (Черные 45),,0402001006,,timur
136,Мужские туфли (Черные 46),,0402001006,,timur
136,Мужские туфли (Синие 40),,0402001006,,timur
136,Мужские туфли (Синие 41),,0402001006,,timur
136,Мужские туфли (Синие 42),,0402001006,,timur
136,Мужские туфли (Синие 43),,0402001006,,timur
136,Мужские туфли (Синие 44),,0402001006,,timur
136,Мужские туфли (Синие 45),,0402001006,,timur
136,Мужские туфли (Синие 46),,0402001006,,timur
136,Мужские туфли (Черные 42),,0402001006,,timur
137,Звезда проектор,04000116,0805002003,,timur
137,Звезда проектор Серебряная,,0805002003,,timur
137,Звезда проектор Золотая,,0805002003,,timur
138,Гирлянда-Штора,04000117,0805002001,,timur
139,Mozabrick,04000118,1205001001,,timur
139,Mozabrick S,,1205001001,,timur
139,Mozabrick M,,1205001001,,timur
139,Mozabrick L,,1205001001,,timur
140,Чехол-кошелек для телефона IPHONE,04000120,0501008005,,timur
140,Чехол-кошелек для телефона IPHONE 12mini,,0501008005,,timur
140,Чехол-кошелек для телефона IPHONE 12PRO,,0501008005,,timur
140,Чехол-кошелек для телефона IPHONE 12PROMAX,,0501008005,,timur
140,Чехол-кошелек для телефона IPHONE 13MINI,,0501008005,,timur
140,Чехол-кошелек для телефона IPHONE 13,,0501008005,,timur
140,Чехол-кошелек для телефона IPHONE 13PROMAX,,0501008005,,timur
140,Чехол-кошелек для телефона IPHONE 14,,0501008005,,timur
140,Чехол-кошелек для телефона IPHONE 14PROMAX,,0501008005,,timur
141,Envity Сумка (уточните цвет),04000500,0501002005,,timur
141,Envity Сумка (Черный),,0501002005,,timur
141,Envity Сумка (Голубой),,0501002005,,timur
142,Новогодняя лента,04000122,0805002007,,timur
142,Новогодняя лента Золотая (Белый свет),,0805002007,,timur
142,Новогодняя лента Золотая (теплый свет),,0805002007,,timur
142,Новогодняя лента Золотая (цветная),,0805002007,,timur
142,Новогодняя лента Серебро (белый свет),,0805002007,,timur
142,Новогодняя лента Серебро (Теплый свет),,0805002007,,timur
142,Новогодняя лента Серебро (Цветная),,0805002007,,timur
143,"Теплые колготки (Черный, Стандарт)",ss-warm-tights-black-standart,ss-00-0007,2.76,ss
143,"Теплые колготки (Черный, Большой)",ss-warm-tights-black-plus-size,ss-00-0007,2.76,ss
143,"Теплые колготки (Кофейный, Стандарт)",ss-warm-tights-coffee-standart,ss-00-0007,2.76,ss
143,"Теплые колготки (Кофейный, Большой)",ss-warm-tights-coffee-plus-size,ss-00-0007,2.76,ss
143,Sleek Soul: Теплые колготки,ss-tights,ss-00-0007,2.76,ss
143,Sleek Soul: Теплые колготки (1+1),ss-tights-1+1,ss-00-0007,2.76,ss
144,Детская елка с аппликациями,04000122,0805002002,,timur
145,Upsell: 3 Бра,upsell-bra,,,timur
145,Upsell: Ут. Шортики,upsell-shorts,,,timur
145,Upsell: Теплые Колготки,upsell-tights,,,timur
145,Upsell: Термо,upsell-termo,,,timur
145,Upsell: LED Подсветка,upsell-led,,,timur
145,Upsell: Мужская майка,upsell-shirt,,,timur
145,Upsell: крючки для раковины(2шт),ss-kitchen-hanger-upsell,,,timur
146,Термо: Мужской S,ss-termo-men-s,0301002004,,timur
146,Термо: Мужской M,ss-termo-men-m,0301002004,,timur
146,Термо: Мужской L,ss-termo-men-l,0301002004,,timur
146,Термо: Мужской XL,ss-termo-men-xl,0301002004,,timur
146,Термо: Мужской XXL,ss-termo-men-xxl,0301002004,,timur
146,Термо: Женское S,ss-termo-women-s,0301002004,,timur
146,Термо: Женское M,ss-termo-women-m,0301002004,,timur
146,Термо: Женское L,ss-termo-women-l,0301002004,,timur
146,Термо: Женское XL,ss-termo-women-xl,0301002004,,timur
146,Термо: Женское XXL,ss-termo-women-xxl,0301002004,,timur
146,Термо: (уточнить размер),ss-termo,0301002004,,timur
147,Худи-одеяло,04000125,0301012001,,timur
147,Худи-одеяло (Серый),,0301012001,,timur
147,Худи-одеяло (Бордовый),,0301012001,,timur
147,Худи-одеяло (Синий),,0301012001,,timur
148,Жилет с нагреванием,04000128,0303003001,,timur
148,Жилет с нагреванием M,,0303003001,,timur
148,Жилет с нагреванием L,,0303003001,,timur
148,Жилет с нагреванием XL,,0303003001,,timur
148,Жилет с нагреванием 2XL,,0303003001,,timur
148,Жилет с нагреванием 3XL,,0303003001,,timur
148,Жилет с нагреванием 4XL,,0303003001,,timur
149,Павербанк,04000129,0115006001,,timur
150,Тактические штаны ENVIFORCE,04000501,0302003003,,timur
150,"Тактические штаны ENVIFORCE (Черный, S)",,0302003003-1_S,,timur
150,"Тактические штаны ENVIFORCE (Черный, M)",,0302003003-1_M,,timur
150,"Тактические штаны ENVIFORCE (Черный, L)",,0302003003-1_L,,timur
150,"Тактические штаны ENVIFORCE (Черный, XL)",,0302003003-1_XL,,timur
150,Тактические штаны ENVIFORCE (Черный 2XL),,0302003003-1_2XL,,timur
150,"Тактические штаны ENVIFORCE (Бежевый, S)",,0302003003-2_S,,timur
150,"Тактические штаны ENVIFORCE (Бежевый, M)",,0302003003-2_M,,timur
150,"Тактические штаны ENVIFORCE (Бежевый, L)",,0302003003-2_L,,timur
